,0
කසාගන්න,1
පිහදාන,1
විදුගලට,1
හැම­දෙ­නාට,1
පේවෙලා,1
වන්නිනායක,1
නිශාන්තවත්,1
පලකරළ,1
සේවයටරාජ්‍ය,1
පරිගණයකයකින්,1
පරිගණකයකට,1
නියේග,1
දේශපාලනවෙනසක්,1
ඳවිසිපහෙහික්ෂ,1
ඳපළමුවැනි,1
විසිපහෙහි,1
ජෙනරාල්ගේ,1
සමානතාවක්,1
ආයතනයක්වත්,1
අගයන්්,1
පළමුවැන්නාට,1
සිංහපුරවරයෙන්,1
සමානත්මයක්,1
ක්‍රියාය,1
විනාශයද,1
තාෂණය,1
බියුරට්ටු,1
දේවිවත්,1
නාමයන්ගේ,1
ජනමතවිචාරණයක,1
අල්ලගත්ත,1
පොළෙන්,1
අල්ලගන්න,1
විසුද්ධිමග්ගයට,1
විසුද්ධිමාර්ග,1
ගිරිකණ්ඩිමහාවිහාර,1
පුරාණත්වය,1
ක්ෂේත්‍රයේද,1
සොහොනක්,1
පරාජයෙ,1
කෝලියයන්ට,1
එරෙහිවුනේ,1
ගච්ඡාමිත්,1
පිපට්ටු,1
වැඩිවත්ම,1
පැතිරීමද,1
බහුලවීමද,1
මිනිස්පරිසර,1
ප්‍රක්ෂෙණයට,1
කමය,1
බැතිමතියන්,1
පූජාවේ,1
පූජාවල,1
පලාපල,1
ගුණ්ඩුවක්,1
පලාලියෙන්,1
බෙදාදුන්,1
ගසාකෑමෙන්,1
ආහාරපානවලට,1
ඇතුල්වේ,1
ප්‍රකාභ,1
සංහිදියා,1
පැවතීමක්,1
පිළවෙළකට,1
නොපැවතිය,1
පලමුවැන්නෙන්,1
පරොත්තමවාදීන්,1
පරෙස්සමයි,1
භාණ්ඩයක,1
මරියතුමියගේත්,1
සියැටල්ලා,1
රැකිම,1
වහන්සේගේත්,1
ප්‍රභව,1
තීරුවක,1
හිරවුණු,1
ලියවල්ලක්,1
පරිසරයද,1
විනාශවී,1
හදාරන්නන්,1
අඩුනොකරන,1
උෂ්ණත්වයකට,1
රත්කළ,1
බොරුකාරයා,1
රාමඤ්ඤයේ,1
කළවම්,1
පත්කරවමිනි,1
සංධානයටද,1
වෘතියට,1
වෘතීන්ට,1
එතෙනදි,1
ප්‍රහාරකයන්ගේ,1
ප්‍රහාරකයන්ට,1
රටවලටඅවස්ථාවක්,1
උන්දැලා,1
කොටින්ටද,1
සබැඳියාව,1
ඉන්දියාවටද,1
පදනමක්ඇතැයි,1
එයමය,1
කල්ලියද,1
කොටිද,1
තිබේයැයි,1
බද්ධවී,1
පළහිලව්වකට,1
පටිච්චසමුප්පදා,1
වැලකීමෙි,1
සිදුර,1
නෙහැකි,1
පිලිගැනීමකට,1
ගැනීමතුලින්,1
නොපිළිගැනීමයි,1
පත්කරනවාද,1
ගැයීමෙහි,1
වෙළේ,1
පොහොරෙන්,1
අනිච්චා,1
මුළට,1
මැළිකම,1
බැණලා,1
විඳිනවිට,1
ඇදලා,1
දෙමව්පියන්ටඅවශ්‍ය,1
බැරීත්,1
ප්‍රාණඝාතයෙන්,1
ශික්ෂාපදය,1
බෞද්ධාලෝක,1
ගැහෙ­නවා,1
අනාවැකියකින්,1
ප්‍රෙමදාසට,1
නටලා,1
ජනා­ධි­පති,1
ඉදි­ක­රන්න,1
ප්‍රශ්න­ව­ලට,1
ගොත,1
ප්‍රේමකුමාරට,1
ප්‍රියන්තාට,1
ප්‍රේමදස,1
පෙදෙසෙ,1
කරළයි,1
හේතුවය,1
පියුන්,1
කැලකට,1
ප්‍රේමදාසගේත්,1
ප්‍රිසයිස්‌,1
ගෙවිමහතුනුත්,1
සමාදමි,1
සමත්වනු,1
සිසුන්ගේත්,1
පෙන්නුම්කර,1
ප්‍රාදේශිකත්වය,1
නොපිලිගන්නාවිට,1
දැරවත්,1
පත්තනික්කුජ්ජනය,1
චිත්‍රකලාවේ,1
ගහණයෙහි,1
මහත්මියත්,1
පිළිවළක්,1
ප්‍රාර්ථනාවක්,1
පතය,1
නොසිදුවුවහොත්,1
වීදුරුවක්,1
ඇරඹුනා,1
දැනගතිමු,1
හැකිසෘණාත්මක,1
නේරුලා,1
අපරදිගින්,1
ප්‍රධාන්,1
සඋබ,1
භාරවෙන්න,1
ප්‍රභාකරන්ද,1
චෝළයන්ගෙ,1
ප්‍රභාකර්න්ට,1
නොබැලීම,1
ප්‍රභාව,1
ප්‍රභාහරන්,1
භාරදුන්නෝ,1
නොනැගූ,1
උපභාෂාවකින්,1
ලෝචන,1
පැදියක්,1
වෙළෙඳසල්වලින්,1
හමුදුරුවරු,1
ගෝල්ෆ්,1
කුණුකූඩයට,1
පැරදවීමක්,1
කොහොහම,1
තිරුචෙල්වම්ලාගේ,1
මැරිලත්,1
මිනීමැරවේ,1
එල්ලාගන්නට,1
අධ්‍යපනයක්,1
මානවහිතවාදිනියට,1
චෙල්වනායගම්ලාගේ,1
පුත්‍රයෙක්,1
ගත්තේද,1
ත්‍රස්තවාදින්,1
වෙල්ලාලයෝය,1
මස්සිනාලාත්,1
වීදියක,1
පල්ලීිවලින,1
කලාපයත්,1
අටඔමඉච,1
සෙතකුත්,1
ක්‍රීඩාවත්,1
විකෘතීන්ටමයි,1
අනිමිස,1
ගැහැනුන්ට,1
නගන්නේත්,1
වටපිටාවක,1
බොරු්වක්,1
වැළෙන්,1
අවබෝධවන්නේ,1
දස්කම්දක්වති,1
පරිමාන,1
කතුවරයාගෙනි,1
සපුරාලන්න,1
පරමාචාර්යතුමා,1
ඥානප්‍රගාසම්,1
මාත්‍රය,1
කපන්,1
සමනයකට,1
ඇවිළී,1
අතටතියුණුව,1
වැටීම්,1
විමසීමමය,1
සංකීර්නබව,1
නඟින්නේ,1
ප්‍රමාදවීමට,1
ක්වොලිටිය,1
පරමුක,1
පටන්ගැනීමෙනි,1
නොපැවැත්වෙන,1
හුරුවන,1
නිරීක්‌ෂණවල,1
පලාගිය,1
කැමැත්තකුත්,1
ෆර්ඩිනැන්ඩොට,1
ප්‍රවේගයෙ,1
දිශාවත්,1
විශාලත්වයත්,1
අනිදස්සන,1
හඳුණන,1
ගාමිණිගේත්,1
සාධකයන්,1
කීවුවා,1
අන්ලියන්,1
කින්ග්ඩමයිට්,1
මෙලෙසින්,1
පරිචේඡෙදවලට,1
නොහැරීමට,1
අන්ලියක්,1
ගන්නාතුරු,1
එක්වේවිද,1
හැරෙන්නේත්,1
ඇමක්,1
පවරාගත,1
විනිසූරුවන්ගේ,1
ක්‍රියාකලාප,1
කීිරීමේ,1
නොමැතිවනු,1
වගන්තියෙනි,1
අධිමාසයක්,1
අලෙවියක්,1
දඩමීමන්,1
විසිරෙන්නෙත්,1
රැස්වෙලාවත්,1
ස්වකීය,1
වාරාවසාන,1
පිළිගන්වනු,1
නොලැබිය,1
ව්‍යාකූලත්ව,1
හිනහවට,1
සභාවවත්,1
අන්‍යයන්ගේ,1
කතාවෙන්නේ,1
අන්වීක්ෂණයකින්,1
විසුරවීම,1
විසුරුචා,1
අන්වීක්ෂ,1
හරීමට,1
ඩයිනමයිට්,1
තුරුම්පු,1
සම්පාදකයන්,1
අධිකරණයවත්,1
වටිනාකමෙන්,1
බෝක්කු,1
අපහරණය,1
සමාජයකි,1
ගෑසීම,1
වැඩකැයි,1
බහි,1
ඉඩමේ,1
පාලම්,1
අන්තො,1
අනලා,1
කුමයක්,1
වෛරත්,1
සැලැස්වමෙන්,1
අන්තර්පාසල්,1
අන්තර්නිවාස,1
නොවැඩී,1
සකස්කෙරුණේ,1
ශබිදමාලාවේ,1
බ්‍රහ්මත්වය,1
ලොගෙස්,1
ඥනාත්මක,1
පැමිණවිය,1
සභානායකවරයා,1
අනූපහයි,1
සෙනසුරාදාවත්,1
නැගේ,1
කොළයෙන්,1
සමරසිරි,1
බැරිවෙච්ච,1
වාරාතාවකට,1
කනව,1
පාරෝවා්,1
පාරාවෝලාට,1
තුමාගෙ,1
පිටුපාලා,1
ඥනන,1
ක්‍රියාතාමක,1
ඇනහිටවීමයි,1
ප්‍රේමයෙන්,1
සාතවාහන,1
පාණදුරාවාදයෙන්,1
පාණදුරෙ,1
බණමඩුව,1
බණමඩුවක්,1
ත්‍රිලක්ෂණයේ,1
කාලයි,1
නගර්,1
පිටිපස්සට,1
පුනර්ජිවනය,1
එරමිණිය,1
යාත්‍රාවත්,1
ඇමුණුනු,1
ධනවතුන්ගේ,1
පැටිකිරිය,1
ධනපතියන්ටත්,1
වෙලාවලුත්,1
පීළිපන්නනු,1
දිනවලටත්,1
පුළුවනුත්,1
දැක්මෙහි,1
රංජිත,1
තනුව,1
ප්‍රොටෙස්ටන්ට්,1
පාක්‍යසොතිගෙ,1
කතුවරයන්,1
හමුවූ,1
ස්වාමිපුරුෂයාත්,1
කරතෙයි,1
මැතෝදිස්තවරුන්,1
පාක්‍යසෝතිලාට,1
පාඨකයන්ගෙන්,1
නාස්‌තියක්‌,1
ස්වාධීනවු,1
හතරකිරීම,1
අනිත්‍යතාව,1
රණවකල,1
බිහිවෙන්නෙ,1
පාදෙණියවත්,1
නැණවත්,1
ඡන්දෙවත්,1
පිලිස්සුම්,1
හෙදකමයි,1
කියවාත්,1
පිරීමටවත්,1
රැස්කිරීමටවත්,1
උරුමයක්වත්,1
කොන්දොස්තරට,1
රචකයන්ටත්,1
පානදුර,1
හිමිකරන්න,1
පිහිුවීමේ,1
පිිරිසකට,1
බුද්ධාගම්කාරයන්,1
වාදවලටත්,1
කොටසටත්,1
කියාවලියක්,1
ගිබ්ස්,1
හමුවනු,1
සරසවියටවත්,1
පාපෝච්චාරණත්,1
පානදුරා,1
බෙදාහරින්නන්,1
ගෙන්නන්ටවත්,1
ව්‍යාපාරිකයනට,1
පැළැ­න්දුවා,1
මතුපිටක්,1
ස්ලොවේකියාව,1
නෙදැනුවත්ව,1
බුඩාපෙස්ට්හි,1
සත්ප්‍රසාද,1
මිසමේ,1
සිරගෙට,1
බිඳවැට්ටීමට,1
දේචවේදය,1
පාප්වහන්සේගෙ,1
බිෂොප්ටවත්,1
අරුණාශලම්ලගේ,1
හැනෝවර්,1
රැළිය,1
ටෙලිනාට්‍යයට,1
විරුද්ධවාදීන්ගෙනි,1
නඩුවට,1
යාපාගේ,1
ඇඹිලිපිටියෙන්,1
රන්වන්,1
ෂුආංසාන්ග්,1
පැටළවී,1
සිව්වැනි,1
බෙලෙක්,1
තහඩුවලට,1
අඩිතාළම,1
සිටයවුන්ගෙන්,1
ස්ඵටිකය,1
ස්ඵටික,1
රූපට්,1
මැතිතිණියගෙ,1
පළපුරුද්ද,1
කැලණිිය,1
ගිනස්,1
හමුදාපතිවරු,1
හෙළිකළා,1
වටකරගෙන,1
සූදානමයි,1
නොලැබෙනවා,1
ගැළවෙන්න,1
වමාලට,1
නියමෙට,1
ශිෂ්‍යත්වයේ,1
මධ්‍යස්ථබවක්,1
මූලධර්මවාද,1
දේවිලගෙ,1
වික්ටෝරියාලට,1
කඩදාසියකට,1
පහුවෙනිදාට,1
පරීක්ෂණයෙන,1
ෂෙල්ඩ්රේක්,1
කිරමයි,1
දෙසාබාද්දී,1
මහේශාඛ්‍යභාවයක්,1
සේනාවෙත්,1
ලද්දක්‌,1
අභ්‍යාසයක්,1
බලකෙරෙන,1
විසූරුවා,1
තිබුණද,1
විරුද්ධතාවය,1
නර්වචනය,1
දිස්ත්‍රිය්ක,1
ගෝටාභයට,1
ඇඳීමටවත්,1
අයිතිත්,1
හැත්තැපස්,1
ආරෝවන්,1
අංජනම්එළි,1
කල්දැමුයේ,1
උන්වහන්සෙගෙත්,1
සාවද්‍යව,1
කුමවේද,1
පළමුවන්,1
පිරිණු,1
දේශපාලනීකරණයෙහි,1
පැතුරුණු,1
ඔවුන්ටම,1
දාසනායකටත්,1
මැක්ඩොනල්ගෙන්,1
නොනැගෙන,1
පළමුවැන්තත්,1
කමිසයක්,1
ප්‍රත්‍යක්‌ෂයකි,1
ලියකියවලින්,1
බණින්නට,1
වේලාවල,1
වැඩවර්ජනය,1
ඉලන්දාරි,1
විදුහල්පතිකමට,1
තානාපතිවරයාට,1
ඇඳනොගත්,1
ගුරවරියන්,1
පහළෙස්,1
රටවැසියන්ටත්,1
දුුටුවේ,1
මිඩ්ගේ,1
මුලකුරු,1
ස්වර්ණභූමි,1
මාග්‍රට්,1
බෙනඩික්ට්ගේ,1
විප්ලවයයි,1
බාලචන්ද්‍රන්ගේ,1
සොළොස,1
අභයගිරියේත්,1
ඉසුරුමුනියේත්,1
ධුරාවලියක්වත්,1
සියවසටත්,1
අගභාගයෙහි,1
බලවත්වීමක්,1
ඡායාරූපයට,1
සැලැස්සුවේ,1
සබඳතාවල,1
පරක්ෂා,1
හිතාවිද,1
කළමණාකාරීත්වය,1
සොයාබැලීමේදී,1
පදමනම්,1
වෙලාලාලයන්,1
බුදුවරුන්ට,1
බැනන්,1
වෙතින්,1
ඉටුකෙරීම,1
සෙනවිරත්න,1
පරිශිෂ්ටයකින්,1
ඔටාරා,1
ආදරවන්තයෙන්ගේ,1
තනුවලට,1
ලුණුදෙහි,1
බක්කි,1
උචිචස්ථානයකට,1
වෙස්සගිරියේත්,1
කියැවෙන්නකට,1
පින්තූරත්,1
පෙනෙනා,1
ඇවිදීමට,1
බ්‍රහස්පති,1
හේරත්ලා,1
සංචාර,1
පැමිණීම්,1
ආගමනවිගමන,1
සම්මන්ත්‍රණයකුත්,1
වස්තූවල,1
සැරයන්ගේ,1
ගැහැවුවා,1
ප්‍රභූකම,1
ආර්යරත්න,1
මැරෙණකන්,1
කමේත්,1
ඡෙදයකින්,1
ජාතිකකරණයට,1
ලක්කරාට,1
පිහිටවීමයි,1
වැනිදා,1
බැවිණි,1
කොපණ,1
එකහමාරට,1
ගාණටයි,1
පොම්ප,1
පහරවල,1
දීර්ඝයි,1
මැතිවරණයක්වත්,1
හතරෙදි,1
අවුරුදුවල,1
වැවෙන්,1
මහහඬින්,1
නැතිවුනාට,1
නොවැළඳෙන්නේ,1
එලෙසමත්,1
කෙරෙනව,1
අනුමිනිතවලින්,1
වගකීමට,1
රැක්කොත්,1
අක්ෂ,1
ප්‍රත්‍යක්ෂබව,1
නැහැනේ,1
ලෙඩුන්ට,1
ප්‍රතිත්තියට,1
සංස්ෘතිය,1
පිංචක,1
හැටියක්,1
ප්‍රතිඵලවත්,1
දිනල,1
මැනගනු,1
ප්‍රතිභා,1
ප්‍රතිභාපුර්ණ,1
තරං,1
ඇසක්,1
නමයි,1
හේවගේ,1
සංජානනවත්,1
සන්ධානයටත්,1
ශක්තිමක්,1
වටපිටාවකය,1
මාකස්වාදයද,1
ලිබරල්වාදයද,1
යථාර්තවාදයද,1
දහනමවන,1
අදහස්ය,1
වාසනාවන්තයි,1
අන්දමන්,1
අත්දැකීම්වත්,1
යුක්තියට,1
නොපිළි,1
නොඉවසති,1
විමසීමය,1
ප්‍රජාවක්,1
දරුනුය,1
ප්‍රත්‍යක්‌ෂවල,1
ප්‍රතිලාභ,1
සමතුලනය,1
ප්‍රතිශතයත්,1
පෙරුමාල්ලා,1
අරාම්භය,1
මහප්පලා,1
කෘතියේත්,1
සන්ධිස්ධානයක්,1
උදාවූ,1
බාප්පලාගේ,1
දරුණුවට,1
තොණ්ඩමන්ලා,1
ලෝගුවත්,1
විිසින්,1
කෙරෙනවාලු,1
පීනන්න,1
ගිලිල,1
සීයාලා,1
ගතවිය,1
බයගුල්ලෙක්,1
කෘතියොත්,1
වටලලා,1
කඩාවැදිල,1
කෘතියෙනුත්,1
රොද,1
යතුය,1
අපේක්ෂාවට,1
මුක්කු,1
විස්සවත්,1
දෙපැත්තකින්,1
වැරදියිලු,1
සැප්තැම්බරය,1
සොයාගනීමක්,1
සෙරෙප්පු,1
සිටීමය,1
රැකගැනීමය,1
අතරටවත්,1
ප්‍රබුද්ධයනට,1
ලිංමැඩියකු,1
පරිපාලණය,1
බෙදන්නැයි,1
සැලැස්වීමෙනුත්,1
ප්රංශ,1
නොඑවීම,1
පළාලේ,1
බියවැද්දීම,1
සරසවියගේ,1
පළුවෙනි,1
ඓන්ද්රිදය,1
ප්රසිද්ධ,1
විද්යාඥයෙක්,1
සැකසුමත්,1
එකලාම,1
ජයග්රීහණයෙන්,1
ප්රකභාකරන්ගේ,1
ප්රැමුඛත්වය,1
ප්රොභාකරන්,1
අනුභුතිවාදය,1
ද්‍රව්‍යාත්මක,1
හිමිවුවහොත්,1
අඩුවෙනව,1
එජාපයටත්,1
පෙන්නුමි,1
සමමුතිය,1
පිළිගත්තවුන්,1
කිසදු,1
පැවතුවහොත්,1
හිරවීමු,1
දරිිද්‍රතාව,1
බලකරයි,1
මන්ත්‍රිනියක,1
බදුල්ලෙන්,1
පැවැත්මීමට,1
පොළඹ,1
සුවාදීනයෙක්,1
පිළිගන්නවුන්ට,1
ඉඩහැරීම,1
ප්‍රයෝජ්‍යවාදය,1
එක්ස්සත්,1
පැකැට්ටු,1
ප්ලෑන්ක්ගෙන්,1
අයින්ස්ටයිනගෙන්,1
සතාගේ,1
ප්‍රංශයන්වත්,1
පෙරළුණා,1
ආලෝකනනය,1
ආවේණිකව,1
සක්‍රිය,1
එකඟතාවයි,1
ප්‍රජනනයේ,1
දූෂිතයා,1
ප්ලේටොගෙත්,1
විනාශකයා,1
විරෝධීවයි,1
තමාටයිි,1
වෙනස්වීමඔවුන්ට,1
සේවකයාද,1
ඵලදායි,1
මනඃකල්පිතයක්,1
හීබ්‍රෑ,1
ගෑවට,1
කෙඳිරී,1
තානාපතිවත්,1
විඥානවාදින්ට,1
ගැසුණත්,1
අත්හැරියහ,1
බෝධිසත්ත්වයෝ,1
කියුබෙක්,1
බුදධිමතුනුත්,1
තටාකයක,1
බුර්කිනිය,1
නාලා,1
සලකුණක්,1
තාකකල්,1
පංශූකූලය,1
පරිපූර්ණත්වයට,1
හිඳගෙනයි,1
නැපෝලියන්,1
විඥානවාදීහුවත්,1
තී,1
විභ්වවිද්‍යාලයෙන්,1
ගිලීමට,1
එතරම,1
අකටයුතු,1
ක්‍රීඩිකාවකට,1
ඇඟෙව්වා,1
විමුක්තිටත්,1
දැමුවෙමි,1
කොරෝධයක්,1
නොතබනූ,1
වියට්නාමයෙහි,1
වියත්වැඩ,1
වියතේ,1
කවයෙන්,1
ආනුභවිකයවත්,1
හේතුවාදයවත්,1
නියැදියකට,1
පොපේරියානු,1
නන්දොඩවන,1
ක්‍රීඩිකාවන්ට,1
රේණුවෙන්,1
පංගුවක්ද,1
කඳුකරයෙන්,1
අන­න්ත­වත්,1
ගිරව,1
සමත්වීය,1
සමත්වීමේ,1
දැම්මයි,1
විමසීමක්වත්,1
විභීෂණගෙන්,1
දේශකයන්ට,1
පුබුදුලා,1
මන්ත්‍රීකමෙන්,1
නොපැකිළි,1
සාමාජීකයෙක්,1
වීරවංශලා,1
වාසුට,1
විමල්ටත්,1
ගුණරත්නම්ලා,1
වෙද්‍ය,1
වෛද්‍යවිද්‍යාවහි,1
වෛද්‍යවිද්‍යවෙහි,1
සංහාරයට,1
විලච්චිය,1
විල්ලුව,1
බොදුනුවන්ගේ,1
විල්,1
විලට,1
සංසකෘතියට,1
සිංගප්පූරුවෙන්වත්,1
විල්බාවෙ,1
විලච්චි,1
විල්බාවේ,1
නිර්මාතෘවරයෙක්,1
ගොපල්ලවත්,1
ෂස්නස්,1
සිනාසිණි,1
පැවතුනත්,1
නොපැමිණියහෙත්,1
තුන්සියයක්,1
විරෝධාකල්ප,1
ඇුසුරෙන්,1
ලක්වැසියන්ගෙ,1
වායුගෝලයෙහි,1
යුරේපීය,1
වියුක්තකරණයත්,1
දෘශ්‍යමානයට,1
ග්‍රීකයන්්,1
වියුක්තයත්,1
තේරුම්ගනුයේ,1
තරමෙන්්,1
ඉපදිණි,1
පංචන්ද්‍රියයන්ට,1
ඔක්‌ස්‌ෆර්ඩ්,1
කෝෂයෙන්,1
විරහවත්,1
විර්ැද්ධ,1
භර,1
සමතුලිතයෙහි,1
අවධි,1
නොසිදුවන්නේ,1
විජ්ජුලතා,1
දිහාවට,1
විදේශිකයින්ට,1
ආයෝජකයෝ,1
ඉබ්බන්,1
පතිනියන්ටත්,1
තළන්නන්ගෙන්,1
පාරා,1
වළල්ලක්,1
ඔවුනුයි,1
නිර්ණායකයි,1
දිනයකයි,1
කියන්්න,1
යෝජනාවන්,1
යෝජනාවන්ට,1
තේරුවත්,1
වශයෙන්වකුගඩු,1
ඇමතිලාගේ,1
අභිප්‍රායක්,1
වෙනත්ක්‍රම,1
අවුරුදුවලට,1
හත්සීයකට,1
දනවන,1
ඇඳිරිය,1
කලාපවලින්,1
කල්පනාවේ,1
බේරලා,1
විදූෂණ,1
විදූෂක,1
හැඟීමක,1
ආකාරයටි,1
වාර්තාකරුවන්,1
නියෝජිතිකයකු,1
ඇමතිගෙනුත්,1
පරිසමාපථාරථයෙන්,1
ඇමතියෙකි,1
හමුදාපතීන්,1
හෙංචයියන්වත්,1
සමත්වූවන්වත්,1
දිස්ත්‍රීික්,1
ආණ්ඩුකාරයකුට,1
වෙන්කෙරී,1
හැඳිනේවෙන්නේ,1
විනිසුරුුවකුව,1
ආපදාව,1
තනතුරකි,1
සභාපතිවරයෙකි,1
හීනවල,1
හරඹයට,1
ඔරිස්,1
රොබටො,1
ශිෂ්‍යන්ගෙ,1
කඩිකුලප්පුව,1
මන්ත්‍රීවරුත්,1
උනන්දුවකින්,1
ලේකම්ගෙන්,1
අපේක්ෂකයි,1
අරකයි,1
යෙදෙන්නකු,1
විනිසුරුැවරයා,1
පූසාරි,1
පැමිණුවොත්,1
මල්පුදා,1
තෝරන්නෙත්,1
රැජනක,1
පතට,1
සීමාවෙන,1
වින්ස්ටන්,1
ඇරඹිමට,1
බුදුරුවට,1
රකින්නන්ටත්,1
හත්දෙනා,1
විනිශ්චාසනයට,1
විනිශ්වය,1
විනිසුරුතුමන්ලා,1
ක්‍රියාකාරිකම්,1
විනිසුරුවගෙ,1
ලක්කළා,1
තිදෙනකුට,1
උලමාවරුන්ට,1
විවාහයක,1
යටත්වීම්,1
පස්දෙනයි,1
සාමාර්ථයක්වත්,1
අකර්මණ්‍යයට,1
ආයතනයහි,1
විිදුහල්පති,1
දෙවතාවක්ම,1
ස්වල්පයට,1
විශ්වවේදියකු,1
දඩි­බිඩි,1
මිරි­ස­වැ­ටියේ,1
භංගයක,1
භංගයේ,1
පක්ෂයෙන්මයි,1
හෙලුවේ,1
විසුරුවෙන,1
මැයෙන්ම,1
වීරත්වයක්,1
තක්සේරුවකින්,1
අමාත්‍යවරයාට,1
කටගාගත්හ,1
කණාගාටුවෙන්,1
කල්ගෙවන්න,1
අඳබාල,1
මනෝවෛද්‍යවරුන්,1
නෙරපුණු,1
වැඩිවුවත්,1
ගිලිහෙයි,1
කොට්ඨාශයෙහි,1
යෙදුණෙමි,1
කියවීමෙි,1
නොවෙමි,1
උපයන්නෝ,1
පවැත්විය,1
ඉගැන්වුණේ,1
උගැන්වෙන්නේ,1
අඩුයිමේ,1
බුද්ධගාමක්,1
ස්ථායීභාවය,1
දිනුවෙත්,1
කරනවත්,1
විශ්වාසභංගයකිනුත්,1
ශිෂ්‍යාවට,1
දහස්වර,1
විශේ­ෂ­යෙන්,1
බල­පෑවේ,1
නොහැදෑරූ,1
මණ්ඩළ,1
තීරණයකින්,1
ගනේෂන්ට,1
ගණිතයක්‌,1
වියට්නාම්,1
විශේෂඥභාවය,1
සහතිකත්,1
මාගධීයෙන්,1
වැඩුන,1
කරලීමට,1
හැකිවිනි,1
ලියැවිලි,1
අවබෝධවිනි,1
පෙර­ළා­ගෙන,1
ප්‍රෝඩාකාරීව,1
ලියෙව්වා,1
හේතුවක්ලු,1
හැත්තෑහයෙන්,1
චිසුරුවා,1
විශ්වාසභංගයේදී,1
අන්‍යයන්ගෙන්,1
විශ්වාසයක,1
විශ්විද්‍යාලෙ,1
චෛද්‍ය,1
සුල­ඟ­කුත්,1
විිද්‍යාලය,1
රජයවත්,1
පංචස්කන්ධවලට,1
හිඟන,1
තරුවලට,1
පනසීයකට,1
වැස්ස­කුත්,1
ස්ට්‍රයිකයකට,1
දිග්ගැසුණු,1
පැමීණීමෙන්,1
සැලැකන,1
කාලයන්වලදී,1
ඔසුහල්වල,1
රාජ්‍යයයෙහි,1
අනුගාමිකයෝ,1
මාදිලියෙ,1
ගනන්,1
විකුනුනත්,1
අධ්‍යාපනයන්හි,1
පරිසරවල,1
බවෙහි,1
සහෝදරත්වයකින්,1
ශෛලිවලින්,1
ජාතිත්,1
නියාකවල,1
විවිධත්වයට,1
විවියන්,1
පසවත්වනවා,1
ස්තුතිවනත,1
නිෂ්පාදනයෙන්,1
ඇඳගන්න,1
මනාලිය,1
විවාහයේදීත්,1
අපහසවක්,1
කියාදීම,1
වර්ගයාගේ,1
තෙස්තමෙින්තුවෙන්,1
දියසේනට,1
අසපුවලට,1
විරුද්ධකරුවන්,1
ඉතිහාසඥයන්ගෙන්,1
විධිවිධානයක්,1
ක්ෂේත්‍රතුල,1
පරම්පරාවක්තවම,1
ආභ්‍යන්තරිකවත්,1
බාහිරවත්,1
ජනමධ්‍යවේදියෝ,1
ආර්ථිකෙන්,1
හැකිවිණි,1
දාහටවත්,1
ප්‍රවෙිශ,1
විශ්වවවෙිදයෙ,1
දරන්නෙකි,1
කණ්‌ඩායම,1
අනුරුපතාව,1
ගුරුවරන්ගෙන්,1
දේශපාලනීකරණයකට,1
මුදලිනි,1
පරීක්ෂෂණයෙහි,1
ශකිතිවල,1
නිර්මාතෘවරුන්ගේ,1
රස්සාවත්,1
ලෝකයටයි,1
ආයුර්වේදෙ,1
කථිකාචාර්යකමට,1
නුසුදූසු,1
තිබෙද්දීත්,1
අහිමිවිය,1
ද්‍රව්‍යයන්ගෙන්්,1
අයකරනවට,1
විශ්ලේෂණයේදීත්,1
උත්සාක,1
නාස්තිකිරීමට,1
විශ්චවේදයෙන්,1
අනුපිටපතකි,1
ඌණිත,1
නහර,1
ඉගෙනුමත්,1
අපොස,1
අකාබනික,1
ශක්තිි,1
විශ්වකර්මත්,1
මහරහතන්වහන්සේට,1
බැරෝ,1
ආරම්භයකි,1
ගෙතුවත්,1
සිදුවෙච්ච,1
බෝධිගේ,1
බිහිකරෙී,1
සංකරාචාර්යයන්,1
ප්‍ර,1
ඔවුන්ගේසීයලා,1
අරුණාෂලම්ගේ,1
ටයිටියක්,1
පිත්තක්තැබුවත්,1
මමසිතමි,1
නොහැකිවූදේ,1
මර්ගයෙන්,1
නමුත්එවැනි,1
දිස්ත්‍රික්කයෙන්වත්,1
හිංදුන්,1
ප්‍රේමචන්ද්‍රන්ලාට,1
විග්නේසවරන්,1
පත්වෙල්,1
ජීවත්්,1
එමග,1
ජාතිවාදියෙකි,1
සත්‍යගරුකබව,1
ඉල්ලුවත්නොඉල්ලුවත්,1
ඇස්බැන්දුමක,1
දකෝප්,1
අකාබනිකයෙන්,1
සුනේත්‍රාගේ,1
විකල්්ප,1
ආගමිකයකු,1
නවකතාවකටත්,1
මයික්‍රොෆෝනයක්,1
විද්‍යාඥවරයකු,1
ලීලාව,1
කාබනිකයටත්,1
විගණකාධිපතිට,1
කාබනිකයෙන්,1
ජීවයටත්,1
විකිණීමේදී,1
කෙඳිරිල්ලක්වත්,1
බිලියඩ්,1
විකුණාගත,1
විකෘතියක,1
ගැයූහ,1
සම්බන්ධන්ලාගෙන්,1
කෑගසන්නේත්,1
මාසයකටවත්,1
දැඟලිල්ලට,1
හුවමාරුවක,1
වැඩුණේත්,1
මනිපෙයි,1
කපන්නත්,1
මාධ්‍යවේදීන්වත්,1
කළේවත්,1
සොහායරෙක්,1
ශිවාජිලිංගම්ගෙන්,1
විජයකලාලා,1
ඉන්දියයන්ගෙනි,1
කියුමට,1
විජතික,1
