index,corrected_sentence
19911,ඉංගිරිසින් දහනවවැනි සියවසේ මැද මෙරට වැඩට ගෙනා දෙමළ කම්කරුවන් සිංහලයන් සමූලඝාතනය කෙරී තිබුණා නැගෙනහිර පළාතෙ මුස්ලිමුන් නැති ප්‍රදේශවල පදිංචි කෙරුවා
14033,අයකු අසා තිබුණා එදා අගවිනිසුරු ඉවත් කරන විට රනිල් අගමැති ලෙස පත් කරන විට මහේන්ද්‍රන් පත් කරන විට නීති උපදෙස් නොපැතූ මෛත්‍රිපාල අද නීති උපදෙස් පතන්නේ ඇයි ද කියා
41398,එහෙත් ඔවුන්ට ඒ ලියකියවිලි දේශන පමණක් නොව තොරතෝංචියක් නැතිව පවත්වන ලද පුවත්පත් සාකච්ඡා මගින් මහින්ද රාජපක්ෂ මහතාගේ පරාජය වළක්වා ගැනීමට නො හැකි විය
71734,ඔහුට දැනුම ඥානය විඥානය ආදිය අතර වෙනස තේරෙන්නේ නැහැ
124353,මේ සම්බන්ධයෙන් ඊනියා අන්තර් විශ්වවිද්‍යාල බල මණ්ඩලයේ නායකයන් කියන දේ ඔවුන්ටවත් තේරෙන්නේ නැහැ
58608,ඒකාබද්ධ විපක්ෂයට මේකෙ බරපතලකම තේරෙන්නේ නැද්ද දන්නෙ නැහැ
78590,ගොඩ පෙරකදෝරුවන්ගේ බහට මා එකඟ නොවන බවත් මා සමුනොගන්නා බවත් මගේ සේවා දිගුව නීත්‍යානුකූල බවත් මම ඉරිදා දිවයින සංග්‍රහය මගින් කියා සිටියෙමි
27581,එනම් ඔහුට නීත්‍යානුකූල ව ශ්‍රී ල නි පක්ෂයේ සභාපතිකම නොලැබුණු බව ය
34768,එසේ ඉවත් නොකර පත්කරන ලද අගමැති නීත්‍යානුකූල වන්නේ කෙසේ ද
42332,එහෙත් ජනාධිපති අගමැති ලෙස පිළිගත්තේ නීත්‍යානුකූල අගමැති ජයරත්න නොව ඔහු විසින් ආණ්ඩුක්‍රම ව්‍යවස්ථාවට පටහැණිව පත්කරන ලද පුද්ගලයකු ය
117990,මෙරට තවමත් නීත්‍යානුකූල අගමැති ජයරත්න මහතා ය
120562,මේ ආණ්ඩුව නීත්‍යානුකූල ද යන මැයෙන් කලින් පළවූ ලිපියක් සුළු සංශෝධන සහිත ව නැවත පළකරන්නේ ඇතැමුන්ගේ ඉල්ලීම පරිදි ය
136031,විශේෂයෙන් ම නීත්‍යානුකූල ව පත් නොවූ අගමැතිවරයකුට විධායක බලතල නොපැවරිය යුතු ය
45994,එහෙම කළොත් මේ රණවිරු පාවාදීමේ කාර්යාලයට නීත්‍යානුකූල පිළිගැනීමක් ලැබෙනවා
62911,ඔවුන් උපකල්පනය කරනවා තර්ක කියන්නෙත් නිරීක්ෂකයාගෙන් අපි මේ වචනය වෙනුවට මිනිසුන්ගෙන් කියලා යොදමු ඒක හරි නැහැ කියලා පඬියකු කියන්න පුළුවන්
30842,එය නිත්‍ය ව පවතියි
136565,වෙනත් අයුරකින් කියන්නේ නම් ධර්මවර්ධන මහතා සඳහන් කරන නිත්‍ය ස්කන්ධය එනම් නිශ්චලතා ස්කන්ධය ශූන්‍ය ලෙස ගැනීමෙනි
10924,අපට මුස්ලිම් නීති වෙනස් කරන්න පුළුවන් ද කියල අහාවි
14774,අර හුණුවටයෙ තියෙන්නෙ නීති කැඩුවෝ එය රැකීමට කියල
23306,ඊනියා වාස්තවික නීති ලෝකෙ නැහැ
30843,එය නීති විරෝධියි
34410,එවිට අර නීති රීතිවලට යටත් වන්න සිදු නොවේවි
68769,ඔහු ඒ සඳහා ව්‍යාජ නීති තර්ක ගේනවා
114488,මාර්ග නීති නොවෙයි කිසිම නීතියක් අප පිළිපදිනවා ද අදාළ පුද්ගලයන්ට අතමිට මොළවා දේශපාලන හයිය ලබාගෙන තමන්ට ඇති පිරිස් බලය සමාජ බලය ආදිය යොදා ගෙන නීතියෙන් පැන යෑමට අප උත්සාහ කරන්නේ නැත් ද අපට රෝම ලන්දේසි නීතිය අපේ කර ගන්න බැහැ
114618,මැකෝගෙ දේශපාලන මත අපට අමුත්තක් නොවුණත් ඔහු මෙහි දී පිළිතුරු දෙන්නෙ නීති ගරුක අපක්ෂපාත රාජ්‍ය නිලධාරියකු බව දැනෙන්න
57868,ඒක නීතිගත එකක් නො වෙයි
93321,නීතිඥයන් එයට නිසි අවධානයක් දුන්නෙ නැහැ
72182,ඕන ගොනකුට යුද්ධ කරන්න පුළුවන් යැයි කී ලක්ෂමන් බණ්ඩාර කිරිඇල්ල වෘත්තියෙන් නීතිඥයෙක්
99262,පෙම්බ්‍රෝක් කිරිඇල්ල නීතිඥයෙක්
123544,මේ රෝම  ලන්දේසි නීතිය බටහිර වෛද්‍ය විද්‍යාව නීතිඥයන් බටහිර වෛද්‍යවරුන් නීතිපති දෙපාර්තමේන්තුව එක්ක අපට හැරෙන්නවත් බැහැ
126091,මෛත්‍රිපාලට අධිකරණ ඇමති ධුරය ඔහුගේ ඇමතිවරයකුට හෝ ඒකාබද්ධ විපක්ෂයේ අයකුට හෝ දී නීතිපති දෙපාර්තමේන්තුවට අවශ්‍ය ස්වාධීනත්වය ලබා දිය හැකි ද විජේදාස එ ජා ප සාමාජිකයකු යන පදනමේ සිට රනිල් තමාට පක්ෂපාති එ ජා පාක්ෂිකයකු අධිකරණ ඇමති ධුරයට පත් කිරීමට බල කරාවි
4591,අද විහාරාධිපතිකම දෙන්නේ ක්‍රිස්තියානි එංගලන්තයේ පියාගෙන් ලොකු පුතාට උරුමය හිමි වන නීතිය අනුව යමින්
12613,අපේ තකතීරු අධ්‍යාපනය නිසා අද අප පුරුදු වී ඉන්නේ රෝම ලන්දේසි නීතිය රටේ නීතිය බවටත් සිංහල නීතිය අලි සබ්‍රිට අනුව නම් තවත් ඊනියා පෞද්ගලික නීතියක් බවටත් සැලකීමට
16636,ආණ්ඩුක්‍රම ව්‍යවස්ථාව රටේ උත්තරීතර නීතිය බව සැබෑ ය
20058,ඉංගිරිසින්ගේ නඩුකාරයකු තමයි සිංහල නීතියට ඊනියා උඩරට නීතිය කියන නම දැම්මේ
120238,මේ අනුව පැහැදිලි වන්නේ ඉංගිරිසින් සිංහල නීතිය ඊනියා උඩරට නීතියක් බවට පත්කර රෝම ලන්දේසි හා ඉංගිරිසි නීතිය රටේ නීතිය බවට පත්කරමින් සිංහල නීතිය ඊනියා ප්‍රාදේශීය නීතියක් බවට පත් කළ ආකාරයයි
19675,ඉංගිරිසි ආණ්ඩුවට විරුද්ධව නිදහස් අරගලයක යෙදීම ඉංගිරිසි නීතියට අනුව වැරැද්දක්
28236,එබැවින් පාර්ලිමේන්තු තෝරාගත් කමිටුවට එරෙහිව අධිකරණයට යෑම බටහිර නීතියට ද ප්‍රජාතන්ත්‍රවාදයට ද ඊනියා යහපාලනයට ද එරෙහි වීමකි
62316,ඔය විදේශවල සේවයට යන අයට නීතියට එකඟ ව ලියා පදිංචි වූ ආයතනයක් මගින් යන්නත් පුළුවන්
114767,මැතිවරණ පැවැත්වීම නීතියට එකඟ නොවේ ය කියලා ප්‍රජාචාරය පොතේ තිබුණ ද දන්නෙ නැහැ
115210,මිනිසුන් වැඩිය යන්නෙ නීතියට එකඟ ආයතනවලට ද අනීතියට එකඟ ආයතනවලට ද මා ඊනියා විද්වත් සමීක්ෂණයක් නම් කරල නැහැ
32560,එයට අමතර ව යාපනයේ තේසවලාමේ නීතියත් අවස්ථානුකූල ව මුස්ලිමුන්ට මුස්ලිම් නීතියත් ක්‍රියාත්මක වෙනවා
57805,ඒක දැන් නීතියෙන් කොහොම වෙතත් සම්ප්‍රදායෙන් තහවුරු වෙලා
52354,ඒ නීතියෙහි ප්‍රශ්නයක් ද ඒ අතර මහාසෝන් බලකායක් ගැන ඩෑන් ප්‍රියසාද් නමැත්තකු ගැන කියැවෙනවා
35863,එසේත් නැතහොත් අංශුව වෙනත් තිරයක් මත පතිත වී නිර්මාණය වන තිතකින් අපට ක්වොන්ටම් අංශුව දැකගත හැකි ය
93322,නිරීක්ෂකයන් නැතිවත් කෙරෙන ආකර්ෂණය බටහිර භෞතික විද්‍යාවට අනුව වාස්තවික නියමයක ප්‍රතිඵලයක් වෙයි
8899,අප මනස ආධාරයෙන් නිරීක්ෂණය කරන ලෝකය ඔස්සේ ඊනියා වාස්තවික ලෝකයක් දකින්නේ කෙසේ ද අනෙක් අතට තර්කය යනු කුමක් ද තර්කය යනු යම් න්‍යායක් මත පදනම් ව ඒ න්‍යාය සමග සංගත ව යම් ප්‍රස්තූතයකින් පටන්ගෙන තවත් ප්‍රස්තුතයක් කරා එළඹීමේ දී යොදා ගන්නා ක්‍රමවේදයක් පමණකි
142102,සිංහල බෞද්ධයනට අනුව ක්‍රියාවක් මිස ක්‍රියාව කරන්නකු හෝ ක්‍රියාව නිරීක්ෂණය කරන්නකු හෝ නැත
137090,වෛද්‍ය සභාව මෙතෙක් කල් අවම සුදුසුකම් තීරණය කර නැත්තේ එය ඔවුන්ගේ බල ප්‍රදේශය නොවන නිසා
79208,චන්ද්‍රිකාගේ ඇතැම් ඇමතිවරුන් දහතුන පසුපස ගිය ද නන්දිකඩාල් පරාජයෙන් පසු දේශපාලනයෙහි එසේත් නැතහොත් පඬි බසින් නම් පශ්චාත් යුද දේශපාලනයෙහි ඊනියා ලාංකික ධාරාවෙහි ඉතිරි වී ඇති රොඩ්ඩට හා එහි නෛතික නිරූපණයක් වූ දහතුනට කිසිම වැදගත් කමක් නීත්‍යානුකූල බවක් නැත
57869,ඒක නීත්‍යානුකූල බව චම්පක වැන්නන්ට හැර අනෙක් අයට තේරෙනවා
47951,ඒ ආයතනයට නොහැකි විය යුත්තේ යම් අයුරකින් වුවත් රටේ ස්වෛරීභාවය අහෝසි කරන නීති පැනවීම පමණක් විය යුතු ය
77504,ගණිතය පවා ඉගැන්වෙන්නේ නීති රීති පද්ධතියක් ලෙස ය
93323,නීතිය සෑමදාමත් දේශපාලනය තාක්ෂණය ආදිය පසුපස යයි
115298,මිනිසුන්ට හදිස්සියකට ණයක් ගන්න අපේ වැඩිහිටියන් කී විධියට අතමාරුවක් කර ගන්න ලෙහෙසි නීතියෙන් ද අනීතියෙන් ද ඒ දවස්වල සීට්ටු දානව කියල ක්‍රමයක් තිබුණ
19762,ඉංගිරිසි මාධ්‍ය අධ්‍යාපනයෙන් නීතිඥයන් බටහිර වෙද මහතුන් ඉංජිනේරුවන් පරිපාලන නිලධාරීන් වැන්නන් වෙන්න පුළුවන් වුණා
93842,පක්ෂයේ මතයට විරුද්ධ ව ක්‍රියා නොකරන මෛත්‍රිපාල තවදුරටත් පක්ෂයේ සභාපති ධුරය දැරීම නීත්‍යානුකූල හෝ සදාචාරාත්මක හෝ නො වේ
93285,නීතිඥයකු තබා උගතකුවත් බුද්ධිමතකුවත් වියතකුවත් නොවන මා කියන දේ වැරදි වෙන්න පුළුවන්
127403,යහමින් මුදල් වියදම් කළ හැකි අයකුට දක්ෂ නීතිඥයෙකුගේ සේවය ලබා ගැනීම අසීරු නැහැ
14506,අර නීතිඥයන් තම ප්‍රතිවාදී නීතිඥයන් උගත් මිත්‍රයන් වශයෙන් හඳුන්වන්නෙ
25853,එකල මා වෙනුවෙන් නොමිළයේ පෙනී සිටි එස් එල් ගුණසේකර මට නිතර කී කතාවක් වූයේ ගණිතඥයන්ට වඩා නීතිඥයන්ට ඉඩක් ලබා දෙන බවයි
62471,ඔවුන් අතර නීතිඥයන් නැද්ද දන්නා කියන නීතිඥයන් නැතිව නඩු කියන එක විකිණෙන වැඩක්
75064,කිරිඇල්ල පාර්ලිමේන්තුවේ දී පඩි පෙළේ නීතිඥයන් ගැන කතා කළා
129993,රනිල්ටත් එතරම් දක්ෂ නීතිඥයන් නැති බව පැහැදිලියි
64275,ඔවුන් නීතිපතිගෙන් අහන එකක් නැහැ
93286,නීතිය කඩන අයටත් එක එක විදියට සලකනවා
122666,මේ ප්‍රශ්නය මොකක් ද කියලා නිර්මාල් දේවසිරිගෙන් හරි සරත් විජේසූරියගෙන් හරි අහලා කියනවා ද ඒ දෙන්න ම දැන් නිහඬයි
7659,අප කණ්ඩායමේ මූලික අරමුණ රජරට නිදන්ගත වකුගඩු රෝගයට හේතුව දැනගැනීමත් ඒ සඳහා ප්‍රතිකාර හඳුන්වාදීමත් ය
127945,රජරට නිදන්ගත වකුගඩු රෝගයට හේතුව ආසනික් බව කැලණිය විශ්වවිද්‍යාලයට සම්බන්ධ පරීක්ෂණ කණ්ඩයම සියයට අනූනමයක විශ්වාසයකින් කියයි
8519,අප නිදහස සම්පුර්ණ කරගත යුත්තේ ද බටහිරයන්ගේ හා ඔවුන්ගේ ගැත්තන්ගේ බහට කන් නො දීමෙනි
9131,අප යටත්වෙනවා ද නිදහස ලබනවා ද කියන එක අප තීරණය කරන්න ඕන
17143,ආණ්ඩුවට විරුද්ධ ව භාෂණයේ නිදහස නාළිකාවල නිදහස සහ තවත් නිදහස් අටෝරාසියක් වෙනුවෙන් උද්ඝෝෂණ පැවැත්වීමට අවස්ථාව ලැබිලා
32162,එය ස්ත්‍රීන් තමන්ට පිරිමින් මෙන් කටයුතු කරන්න නිදහස ඊනියා විමුක්තිය ලබා දෙන්න කියා ඉල්ලන ව්‍යාපාරයක්
68217,ඔහු අලි කරුණාව නිසා අලින්ට නිදහස දෙන්න පෙරහැර නවත්වන්නත් තිබුණා
105942,භාෂණයේ නිදහස වෙනුවෙන් සටන් කරන භාෂකයන් මෙරට කොපමණ ඉන්නවා ද ඔවුන්ගේ සටන ප්‍රමාණවත් නැත් ද එහෙමත් නැත්නම් මෙරට භාෂණයේ නිදහස තිබෙන බැවින් ඒ සටන් ව්‍යාජ සටන් ද
33646,එයින් කියන්නේ බටහිරයන් ඒමට පෙර මෙරට මිනිසුන්ට කිසිම නිදහසක් නොතිබුණා කියන එක නො වෙයි
34126,එවැනි අවස්ථාවක සන්නිවේදන ලාභියාට වෙනත් අවස්ථාවක දී ලැබෙන නිදහසට වැඩි නිදහසක් ලැබෙයි
99499,පොදු ජන පෙරමුණේ නායකයන් ප්‍රසන්න රණතුංගගෙයි රොෂාන් රණසිංහගෙයි භාෂණ නිදහසට ගරු කරන බවක් පේනවා
4557,අද විමල්ගේ ජාතික නිදහස් පෙරමුණ ඇත්තේ නමට පමණයි
8559,අප පඬියන්ට කියන්නේ ඔවුන් බොහෝ දෙනකුට ඉගැන්වීමට නිදහස් අධ්‍යාපනය නාමයෙන් මෙරට දුගී දුප්පත් ජනතාව අනේක දුක් පීඩා විඳ මහත් පරිත්‍යාග කර ඇති බවත් සුද්දකු කියා ඇති කියමන් උදුරා දක්වමින් තම ව්‍යාජ පාණ්ඩිත්‍යය ප්‍රදර්ශනය කිරීමට පෙර දිනපතා සුද්දන්ගේ දැනුමෙන් බැටකන ඒ අහිංසක ජනතාවගේ සංස්කෘතියේ ඇති දෙවො වස්සතු කාලෙන ගාථාව මතක් කරගන්නා ලෙසත් ය
11323,අපරාධ කරුවන්ට මෙරට අධිකරණයෙන් දඬුවම් නියම කෙරුණ ද එංගලන්තයේ සාමි මණ්ත්‍රණ සභා අධිකරණයෙන් තාක්ෂණික හේතු මත ඔවුහු නිදහස් කරනු ලැබුණහ
13032,අපේ රටේ නිදහස් අධ්‍යාපනය නිසා වී ඇති එක් වින්නැහියක් නම් ඒ ගරුත්වය පිළිගන්නා විශාල පිරිසක් බිහි කරනු ලැබ සිටීමයි
20089,ඉංගිරිසින්ට මෙරට යටත් වීමෙන් පසුව නිදහස් සටනක් මෙන් ම ඊනියා නිදහස් සටනක් ද විය
42978,එහෙත් නිදහස් අධ්‍යාපනයට පෙර ඉංගිරිසියෙන් උගත් නාගරික යැයි කිව හැකි පිරිසට තිබුණේ පොදුවේ ගත් කල වෙනත් ආකල්පයක්
54458,ඒ යහපාලන නඩයෙන් මා ශ්‍රී ල නි පක්ෂ කණ්ඩායම වගකීමෙන් නිදහස් කරනවා
93039,නිදහස් අධ්‍යාපනය නිසා වෙනත් ම ආකාරයක මැකෝලිගේ දරුවන් පිරිසක් බිහි වුණා
93040,නිදහස් අධ්‍යාපනයට විරුද්ධ යැයි කියන මා අවුරුදු දහයක් රැකියාව නැතිව සිටිය දී පෞද්ගලික ආයතනයක උගන්වන්න ගියේ නැහැ
93041,නිදහස් අධ්‍යාපනයෙන් ප්‍රසාරණය වූ මේ මධ්‍යම පංතියට එතරම් විචාරයක් නැහැ
93042,නිදහස් අධ්‍යාපනයේ ඉහළ ඵල නෙළාගත් අය තම දරුවන්ට අනෙක් අයට වඩා නිදහස් අධ්‍යාපනයේ ලාභ ලැබිය යුතු යැයි සිතීමෙන් ම නිදහසේ දෙන අධ්‍යාපනයේ වරදක් කියැවෙනවා
93043,නිදහස් අධ්‍යාපනයේ නාමයෙන් එයට විරුද්ධ වීම ගැන එකඟ විය නොහැකි ය
93044,නිදහස් දිනය ජාතික දිනය කර ගන්න අපට නිදහස තිබුණ
93045,නිදහස් සටන වෙනුවෙන් දෙමළ ජනයා කර ඇත්තේ කුමක් ද එදත් අදත් දෙමළ වෙල්ලාල ප්‍රභූන් කර ඇත්තේ සිංහල ජාතිකත්වයට එරෙහිව සිංහල සංස්කෘතියට මෙරට හිමි තැන අහිමි කිරීම සඳහා ඉංගිරිසින්ට සේවය කිරීම ය
115408,මියන්මාරයෙ නිදහස් සටන ඇති වෙලා තියෙන්නෙ මේ විශ්වවිද්‍යාලය වටා
122308,මේ නිවට ආණ්ඩුව යටතේ කලකට ඉහත නිදහස් දිනයක සංඛ අමර්ජිත්ට ගඩොල් බාගයක් මතක් කරමින් එක් ගායිකාවක් දන්නෝ බුදුන්ගේ ගීය ගැයුවා
128469,රණවිරුවන් නිදහස් කර ගැනීම මැයි දිනයේ තේමාව විය හැකියි
131273,ලංකා සමසමාජ පක්ෂයත් නිදහස් අධ්‍යාපනයට පක්ෂ වුනා
133149,වරප්‍රසාද පනතට මුවා වී එයින් නිදහස් වෙන්න බැහැ
140205,සයිටම් ප්‍රශ්නය නිදහස් අධ්‍යාපනය පිළිබඳ ප්‍රශ්නයක් නොවන බව මා එකල ම කිව්වා
136360,විද්වත් කමිටු නිර්දේශය නැතිව මුල් ම ක්‍රමයට ඉසෙඩ් ලකුණු ගණනය කළත් වත්මන් අවුල වැළැක්විය නොහැකි ය
14831,අර්ජුන් කොහොමටත් නිර්දෝෂී බව පෙන්වාවි
99059,පූර්ව භාරතීය යුගයක් භාරතීය යුගයක් භාරතීයයන් පරාජය කිරීමක් අශෝක ථෙරවාදී බුදුදහම හඳුන්වා දීමක් හින්දු සංස්කෘතියට යට වීමක් ඉන් නිදහස ලැබීමක් යටත්විජිත සමයක් ඉන් යම් දේශපාලන නිදහසක් ලැබීමක් ආදී වශයෙන් දළ වශයෙන් හැඳිනගන්න පුළුවන්
139879,සම්බන්ධන්ලාගේ දෙමළ ජාතිවාදය පරාජය කරන තෙක් හමුදාව උතුරේ හා නැගෙනහිර පවත්වාගෙන යා යුතු ය
89569,දෙවියන් වහන්සේ මියගියත් නැතත් බටහිර රටවල පල්ලිවල මිනිසුන් ගැවසුනත් නැතත් යුදෙවු ක්‍රිස්තියානි සංස්කෘතියට එය ප්‍රශ්නයක් නො වේ
96840,ප්‍රභාකරන්ගෙ ආගම මොකක් වුණත් ඔහු මෙහෙයවුණෙ බටහිර ක්‍රිස්තියානි පල්ලිවලින්
117854,මෙරට කිසි දා වැඩවසම් ක්‍රමයක් තිබී නැති බැවින් ප්‍රශ්නයේ වලංගු භාවයක් නැති බවත් එය ඇතැම් සරසවි ඇදුරන් විශ්වවිද්‍යාල පරීක්ෂණවල දී දෙන ප්‍රශ්නවලින් වෙනස් නොවන බවත් පමණක් සඳහන් කරමි
98745,පරීක්ෂණවලට මිනිසුන් මුල දි කැමති වුණෙ නැහැ
24104,උන්වහන්සේ ඇතැම් නියැදි මලයාසියාවේ පර්යේෂණාගාරයක පරීක්ෂා කරවීමට නම් කටයුතු කළහ
116501,මෙතෙක් කල් මේ වරද එනම් ජාතික ගීය දෙමළට පරිවර්තනය කර ව්‍යවස්ථාවේ සඳහන් කිරීම පිළිබඳ ව කිසිවක් නොකිරීම ගැන මම ජාතියෙන් සමාව අයදිමි
10551,අපට තේරෙන පරිදි නම් තිස්සට දුන් රජකම ආපසු ගැනීම සඳහා ගැමුණුට සටන් කිරීමට සිදුවිය
15201,අවශ්‍ය කෙනකුට විශ්‍රාම වැටුපට බල නොපාන පරිදි අවශ්‍ය නම් හැටේ දී විශ්‍රාම ගැනීමටත් පුළුවන් වෙන්න ඕන
27743,ඔහු කවුරුත් දන්නා පරිදි බටහිර ආර්ථික විද්‍යාඥයෙක්
50718,ඒ චක්‍රලේඛ අපේ රටේ තත්වයට ගැලපෙන පරිදි සකස් කර ගැනීමට මෙරට ජනතාවට අයිතිය තියෙනවා
80217,ජ වි පෙරමුණ ද පුරුදු පරිදි විප්ලවීය විරෝධතාව දැක්වූවා
119047,මෙවැනි අවස්ථාවල සුපුරුදු පරිදි කාලෝ ෆොන්සේකා හා නන්දදාස කෝදාගොඩ නිහඬ වෙනවා
138534,සකර්බර්ග් වම්මුන් ඇතුළු වම්මුන්ට තුට්ටු දෙකේ බටහිර අනුකාරකයන්ට සිවල් සංවිධානවලට ආදීන්ට තමන්ට අවශ්‍ය පරිදි සමාජවාදයක් ප්‍රජාතන්ත්‍රවාදයක් මානව හිතවාදයක් ගැන කතා කරමින් ජාතිකත්ව විරෝධී දේශපාලන පක්ෂයකට සහාය දෙන්නත් පුළුවන්
15277,අවශ්‍ය නම් දිස්ත්‍රික්ක විසිහයක් කර වරාය නගරය වෙන ම පරිපාලන දිස්ත්‍රික්කයක් කළ හැකියි
73594,කවුරුත් දන්නා පරිදි ඔහු ට්‍රොට්ස්කිවාදියෙක්
101769,බටහිර විද්‍යාව හා තාක්ෂණය කලින් කියා ඇති පරිදි ධනවාදය සමග බැඳී තියෙනවා
54355,ඒ මොකක් කීවත් මට ප්‍රශ්නයක් නැහැ
96930,ප්‍රවෘත්ති ද එසේ ම ය
96931,ප්‍රවෘත්ති සංස්කාරකවරුන්ට ඒවා තේරෙන්නේ නැහැ
36960,එහි දී බටහිරයෝ ඉන්දීය ශ්‍රෙෂ්ඨාධිකරණය පමණක් නොව ගාන්ධි පවුල ද යම් ප්‍රමාණයකට යොදාගත්හ
132119,ලැබෙන ප්‍රවෘත්ති අනුව ග්ලයිෆොසේට් ආනයනය කළ වෙනත් සමාගමක් තමන් ආනයනය කළ ප්‍රමාණය ආපසු යැවීමට පියවර ගෙන ඇත
132120,ලැබෙන ප්‍රවෘත්තිවලට අනුව නම් එහි නායකයන් අතර තාවෝවාදය අද අභාවයට යමින් පවතියි
115152,මිනිසුන් තර්කවලින් නිගමනවලට පැමිණෙන්නේ යැයි කීම කවුරුන් ඇති කරන ලද කතාවක් වුණත් වැඩ සිද්ධ වෙන්නේ එහෙම නො වෙයි
115666,මුක්තිය පිළිබඳ කතාව ප්‍රමූලධර්මවලින් පටන්ගෙන තර්ක කළහොත් වෙනත් නිගමනයකට පැමිණීමට හැකි බව අජිත් පෙරේරා විශ්වවිද්‍යාලයේ දී ඉගෙන ගත්තේ නැත්නම් එය ඔහුගේ ප්‍රශ්නයකි
101114,බටහිර මෙන් නොව මෙරට රථවාහන පැදවීමේ සංස්කෘතිය රටෙහි විකාශය වූවක් නො වෙයි
28704,එමෙන් ම එය පැරණි ශ්‍රී ල නි පක්ෂයත් නො වෙයි
144524,සූර්යයා වෘෂභයෙන් පිටත්වීමෙන් පසු සාකච්ඡාව නැවත ඇරඹීම වෘෂභයන්ට ප්‍රශ්නයක් විය හැකි ය
103280,බටහිරින් පෘතුගීසීන් ස්පාඤ්ඤයන් ප්‍රංශයන් ඉංගිරිසින් ලන්දේසීන් පමණක් නොව කුඩා රටක් වූ බෙල්ජියමෙන් පිටත්වූවන් ද අප රටවලට පැමිණි නැව්වල යුද්ධභටයන් මෙන් ම පූජකයෝ ද සිටියහ
4087,අද රනිල් වික්‍රමසිංහ මහතා දි මු ජයරත්න මහතා අගමැති ව සිටිය දීම මෛත්‍රිපාල සිරිසේන මහතාගේ ආධාරයෙන් අගමැතිකම පික්පොකට් ගැසුවේ මේ වගන්තිය අනුව ය
59191,ඒත් අපට පඬියන් නොවන ජනමාධ්‍යවේදීන් කී දෙනකු සිටිනවා ද අනෙක් අතට ආණ්ඩුවත් රාජ්‍ය විරෝධීව ව්‍යවස්ථාවට පිටින් කටයුතු කරනවා නම් උතුරු පළාත් සභාව ගැන මොනවා කියන්න ද ගුරා හිටගෙන කරන කොට ගෝලයා දුව දුව කරනවා කියලා තියෙන්නෙ කට කහනවට නොවෙයි
98457,පිටරැටියන් සමග ගිවිසුම ඇතිකරගෙන තිබෙන්නේ පෘතුගීසීන්
71332,ඔහුට අනුව එංගලන්තයේ විශ්වවිද්‍යාල වැඩකට නැති ශිෂ්‍යයන්ට උපාධි දී ඉක්මණින් පිටත්කර හරියි
16579,ආණ්ඩු පක්ෂයේ මන්ත්‍රීවරුන් පිහිකරුවන්ට විරුද්ධව කිසි ම පියවරක් නොගෙනීම ගැන සභා ගැබේ විරුද්ධත්වය පා තිබෙනවා
82639,ජී එල් පීරිස් කොළඹ විශාකා විදුහලේ පාලක මණ්ඩලයේ සාමාජිකයෙක්
1256,අද ඇතැම් සිංහල බෞද්ධයනටත් දෙමළ ජාතිවාදය ඉංගිරිසින්ගේ හා අනෙක් බටහිරයන්ගේ නිර්මාණයක් බව තේරෙන්නේ නැත්තේ ඔවුන්ගේ යටත්විජිතවාද විරෝධය ඕල්කට් බුද්ධාගමෙන් පීලි පන්නා ඇති නිසා
4401,අද වන විට බටහිර යටත්විජිතවාදී ඊනියා විවෘත ආර්ථිකය නව ක්‍රියාදාමයකට පිවිස ඇත
43214,එහෙත් ප්‍රවාද නොරිසි සිංහල බෞද්ධයෝ එය නො පිළිගනිති
12503,අපේ කණ්ඩායමේ අනෙක් අය සැබෑ විද්‍යාඥයන් ලෙස පිළිගැනීමට ලක්වීමට නම් මගේ අසම්මත ප්‍රකාශවලින් බැහැරවීමට වග බලාගත යුතු යැයි ද අදාළ නිවේදනයෙහි සඳහන් වෙයි
131895,ලක්ෂමන් පීරිස් නීති උපාධිධාරියකු වුණත් නීති මහාචාර්යවරයකු වුණත් නීති විද්‍යාලයේ පාඨමලාව හදාරන්න ගියේ නැහැ
98139,පැනි පරීක්ෂාවෙ ප්‍රතිඵල නොදෙන්න හේතුවක් තියෙනවා ද කී දෙනකුට පැනිය දුන්න ද පැනිය ඇත්තක් ද ඇත්තක් කියන්නෙ මොකක් ද ඇත්තක් කියල දෙයක් තියෙනවා ද බුදුදහමේ ඇත්තක් ගැන කියනවා ද බුදුහාමුදුරුවන් ඇත්තක් සොයා ගියේ ද
79067,චන්ද්‍රග්‍රහණයක දී පෘථිවියේ සෙවණැල්ලෙන් හඳ වැහිලා යනවා
49307,ඒ කැරකැවිල්ලට පෘථිවි අක්ෂයේ පූර්වායනය කියා කියනවා
141642,සිංහල නීතිය අද ලංකාව පුරා ක්‍රියාත්මක නූණත් එය තමයි මෙරට නීතිය
15263,අවශ්‍ය නම් කියන්න පුළුවන් අනාවැකි කරන්නේ සම්භාවිතාවක් ඇතිව බවත් ඒ නිසා අනාවැකි වරදින්න පුළුවන් බවත්
45672,එහෙත් සිංහල බෞද්ධ සංස්කෘතිය නැසීමට බටහිර ක්‍රිස්තියානි යටත්විජිතවාදය විසින් යොදා ගැණුනු ප්‍රධාන අවියක් වූ දෙමළ ත්‍රස්තවාදය පරාජය කිරීමෙන් ආණ්ඩුව කරන ලද සේවය
